period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,generation,generation-units
2020,56815,Denver Int Airport,SUN,Solar,CO,Colorado,PV,2284.0,megawatthours
2020,56815,Denver Int Airport,SUN,Solar,CO,Colorado,ALL,2284.0,megawatthours
2020,57317,San Luis Valley Solar Ranch,SUN,Solar,CO,Colorado,ALL,76510.0,megawatthours
2020,57645,City & County of Denver at Denver Int'l,SUN,Solar,CO,Colorado,PV,7201.0,megawatthours
2020,57645,City & County of Denver at Denver Int'l,SUN,Solar,CO,Colorado,ALL,7201.0,megawatthours
2020,57509,Carson Solar I,SUN,Solar,CO,Colorado,PV,2287.0,megawatthours
2020,57509,Carson Solar I,SUN,Solar,CO,Colorado,ALL,2287.0,megawatthours
2020,57507,RV CSU Power II LLC,SUN,Solar,CO,Colorado,PV,3930.0,megawatthours
2020,57507,RV CSU Power II LLC,SUN,Solar,CO,Colorado,ALL,3930.0,megawatthours
2020,56481,SunE Alamosa,SUN,Solar,CO,Colorado,PV,14258.0,megawatthours
2020,56481,SunE Alamosa,SUN,Solar,CO,Colorado,ALL,14258.0,megawatthours
2020,57141,RV CSU Power LLC,SUN,Solar,CO,Colorado,PV,2998.0,megawatthours
2020,57141,RV CSU Power LLC,SUN,Solar,CO,Colorado,ALL,2998.0,megawatthours
2020,59462,Denver Intl Airport IV Solar,SUN,Solar,CO,Colorado,PV,3000.0,megawatthours
2020,59462,Denver Intl Airport IV Solar,SUN,Solar,CO,Colorado,ALL,3000.0,megawatthours
2020,56922,WWRF Solar Plant,SUN,Solar,CO,Colorado,PV,2744.0,megawatthours
2020,56922,WWRF Solar Plant,SUN,Solar,CO,Colorado,ALL,2744.0,megawatthours
2020,57681,City of Boulder WWTP,SUN,Solar,CO,Colorado,PV,1205.0,megawatthours
2019,57645,City & County of Denver at Denver Int'l,SUN,Solar,CO,Colorado,ALL,6740.0,megawatthours
2019,61606,Vilas Solar Array,SUN,Solar,CO,Colorado,PV,9341.0,megawatthours
2019,61606,Vilas Solar Array,SUN,Solar,CO,Colorado,ALL,9341.0,megawatthours
2019,61605,San Luis Valley Solar Array,SUN,Solar,CO,Colorado,PV,6427.0,megawatthours
2019,61605,San Luis Valley Solar Array,SUN,Solar,CO,Colorado,ALL,6427.0,megawatthours
2019,60023,SR Jenkins Ft Lupton,SUN,Solar,CO,Colorado,PV,30883.0,megawatthours
2019,60023,SR Jenkins Ft Lupton,SUN,Solar,CO,Colorado,ALL,30883.0,megawatthours
2019,60008,Hooper Solar,SUN,Solar,CO,Colorado,PV,123382.0,megawatthours
2019,60008,Hooper Solar,SUN,Solar,CO,Colorado,ALL,123382.0,megawatthours
2019,61425,Coyote Ridge Community Solar,SUN,Solar,CO,Colorado,PV,2933.37,megawatthours
2019,61425,Coyote Ridge Community Solar,SUN,Solar,CO,Colorado,ALL,2933.37,megawatthours
2019,63092,Riverview Solar,SUN,Solar,CO,Colorado,PV,216.0,megawatthours
2019,63092,Riverview Solar,SUN,Solar,CO,Colorado,ALL,216.0,megawatthours
2019,62260,Trout Creek Solar,SUN,Solar,CO,Colorado,PV,4840.0,megawatthours
2019,62260,Trout Creek Solar,SUN,Solar,CO,Colorado,ALL,4840.0,megawatthours
2019,62256,Oak Leaf Solar XXIII LLC (CSG),SUN,Solar,CO,Colorado,PV,2929.0,megawatthours
2019,62256,Oak Leaf Solar XXIII LLC (CSG),SUN,Solar,CO,Colorado,ALL,2929.0,megawatthours
2019,62255,Oak Leaf Solar XXVIII LLC (CSG),SUN,Solar,CO,Colorado,PV,2077.0,megawatthours
2019,62255,Oak Leaf Solar XXVIII LLC (CSG),SUN,Solar,CO,Colorado,ALL,2077.0,megawatthours
2019,62254,Oak Leaf Solar XXVI LLC,SUN,Solar,CO,Colorado,PV,2848.0,megawatthours
2019,62254,Oak Leaf Solar XXVI LLC,SUN,Solar,CO,Colorado,ALL,2848.0,megawatthours
2019,62253,Oak Leaf Solar XXIV LLC (CSG),SUN,Solar,CO,Colorado,PV,2817.0,megawatthours
2019,62253,Oak Leaf Solar XXIV LLC (CSG),SUN,Solar,CO,Colorado,ALL,2817.0,megawatthours
2019,62252,Oak Leaf Solar XXII LLC (CSG),SUN,Solar,CO,Colorado,PV,2821.0,megawatthours
2019,62252,Oak Leaf Solar XXII LLC (CSG),SUN,Solar,CO,Colorado,ALL,2821.0,megawatthours
2019,62719,Mesa CSG 1 Murdock,SUN,Solar,CO,Colorado,PV,2476.0,megawatthours
2019,62719,Mesa CSG 1 Murdock,SUN,Solar,CO,Colorado,ALL,2476.0,megawatthours
2019,62718,Mesa CSG 2 Massicotte,SUN,Solar,CO,Colorado,PV,2063.0,megawatthours
2019,62718,Mesa CSG 2 Massicotte,SUN,Solar,CO,Colorado,ALL,2063.0,megawatthours
2019,63164,Whiskey Hill Solar,SUN,Solar,CO,Colorado,PV,143.0,megawatthours
2019,63164,Whiskey Hill Solar,SUN,Solar,CO,Colorado,ALL,143.0,megawatthours
2019,63163,Tom Sifers Solar,SUN,Solar,CO,Colorado,PV,97.0,megawatthours
2019,63163,Tom Sifers Solar,SUN,Solar,CO,Colorado,ALL,97.0,megawatthours
2019,60283,SR Mavericks,SUN,Solar,CO,Colorado,PV,13870.0,megawatthours
2019,60283,SR Mavericks,SUN,Solar,CO,Colorado,ALL,13870.0,megawatthours
2019,60248,Skylark,SUN,Solar,CO,Colorado,PV,8748.0,megawatthours
2019,60248,Skylark,SUN,Solar,CO,Colorado,ALL,8748.0,megawatthours
2019,60247,Valley View Solar,SUN,Solar,CO,Colorado,PV,9626.0,megawatthours
2019,60247,Valley View Solar,SUN,Solar,CO,Colorado,ALL,9626.0,megawatthours
2019,62667,Lafayette Horizon Solar CSG LLC,SUN,Solar,CO,Colorado,PV,3276.0,megawatthours
2019,62667,Lafayette Horizon Solar CSG LLC,SUN,Solar,CO,Colorado,ALL,3276.0,megawatthours
2019,62664,Quincy Solar,SUN,Solar,CO,Colorado,PV,3426.0,megawatthours
2019,62664,Quincy Solar,SUN,Solar,CO,Colorado,ALL,3426.0,megawatthours
2019,62663,Gilcrest Solar,SUN,Solar,CO,Colorado,PV,3348.0,megawatthours
2019,62663,Gilcrest Solar,SUN,Solar,CO,Colorado,ALL,3348.0,megawatthours
2019,61886,Bar D,SUN,Solar,CO,Colorado,PV,5902.0,megawatthours
2019,61886,Bar D,SUN,Solar,CO,Colorado,ALL,5902.0,megawatthours
2019,61811,Titan Solar,SUN,Solar,CO,Colorado,PV,103639.0,megawatthours
2019,61811,Titan Solar,SUN,Solar,CO,Colorado,ALL,103639.0,megawatthours
2019,61472,San Luis Solar Garden,SUN,Solar,CO,Colorado,PV,3229.0,megawatthours
2019,61472,San Luis Solar Garden,SUN,Solar,CO,Colorado,ALL,3229.0,megawatthours
2019,61462,SR Platte Solar Farm,SUN,Solar,CO,Colorado,PV,37769.0,megawatthours
2019,61462,SR Platte Solar Farm,SUN,Solar,CO,Colorado,ALL,37769.0,megawatthours
2019,61439,Panasonic Carport Solar Hybrid,SUN,Solar,CO,Colorado,PV,2190.0,megawatthours
2019,61439,Panasonic Carport Solar Hybrid,SUN,Solar,CO,Colorado,ALL,2190.0,megawatthours
2019,58481,CSU Pueblo,SUN,Solar,CO,Colorado,PV,1801.0,megawatthours
2019,58481,CSU Pueblo,SUN,Solar,CO,Colorado,ALL,1801.0,megawatthours
2019,60726,Xcel Adams 1 Community Solar Array,SUN,Solar,CO,Colorado,PV,3467.0,megawatthours
2019,60726,Xcel Adams 1 Community Solar Array,SUN,Solar,CO,Colorado,ALL,3467.0,megawatthours
2019,60725,Xcel Adams 2 Community Solar Array,SUN,Solar,CO,Colorado,PV,2952.0,megawatthours
2019,60725,Xcel Adams 2 Community Solar Array,SUN,Solar,CO,Colorado,ALL,2952.0,megawatthours
2019,60724,Arapahoe 3 Community Solar Array,SUN,Solar,CO,Colorado,PV,3620.0,megawatthours
2019,60724,Arapahoe 3 Community Solar Array,SUN,Solar,CO,Colorado,ALL,3620.0,megawatthours
2019,60723,Conejos 1 Community Solar Array,SUN,Solar,CO,Colorado,PV,3613.0,megawatthours
2019,60723,Conejos 1 Community Solar Array,SUN,Solar,CO,Colorado,ALL,3613.0,megawatthours
2019,60722,Logan 1 Community Solar Array,SUN,Solar,CO,Colorado,PV,3027.0,megawatthours
2019,60722,Logan 1 Community Solar Array,SUN,Solar,CO,Colorado,ALL,3027.0,megawatthours
2019,60720,Weld 1 Community Solar Array,SUN,Solar,CO,Colorado,PV,3045.0,megawatthours
2019,60720,Weld 1 Community Solar Array,SUN,Solar,CO,Colorado,ALL,3045.0,megawatthours
2019,63587,SR Skylark C,SUN,Solar,CO,Colorado,PV,0.0,megawatthours
2019,63587,SR Skylark C,SUN,Solar,CO,Colorado,ALL,0.0,megawatthours
2019,63586,SR Kersey II,SUN,Solar,CO,Colorado,PV,0.0,megawatthours
2019,63586,SR Kersey II,SUN,Solar,CO,Colorado,ALL,0.0,megawatthours
2019,63536,Amazon_DEN2,SUN,Solar,CO,Colorado,PV,440.0,megawatthours
2019,63536,Amazon_DEN2,SUN,Solar,CO,Colorado,ALL,440.0,megawatthours
2019,61753,Imboden Solar Garden,SUN,Solar,CO,Colorado,PV,6357.0,megawatthours
2019,61753,Imboden Solar Garden,SUN,Solar,CO,Colorado,ALL,6357.0,megawatthours
2019,61752,Quincy II Solar Garden,SUN,Solar,CO,Colorado,PV,3386.0,megawatthours
2019,61752,Quincy II Solar Garden,SUN,Solar,CO,Colorado,ALL,3386.0,megawatthours
2019,59199,Mesa PV1,SUN,Solar,CO,Colorado,PV,3283.0,megawatthours
2019,59199,Mesa PV1,SUN,Solar,CO,Colorado,ALL,3283.0,megawatthours
2019,59198,Sterling PV 3,SUN,Solar,CO,Colorado,PV,3594.0,megawatthours
2019,59198,Sterling PV 3,SUN,Solar,CO,Colorado,ALL,3594.0,megawatthours
2019,60511,Clear Spring Ranch PV Project,SUN,Solar,CO,Colorado,PV,23755.0,megawatthours
2019,60511,Clear Spring Ranch PV Project,SUN,Solar,CO,Colorado,ALL,23755.0,megawatthours
2019,60497,SR Skylark B,SUN,Solar,CO,Colorado,PV,4553.0,megawatthours
2019,60497,SR Skylark B,SUN,Solar,CO,Colorado,ALL,4553.0,megawatthours
2019,63278,CO LI CSG 1 - Kamerra,SUN,Solar,CO,Colorado,PV,760.0,megawatthours
2019,63278,CO LI CSG 1 - Kamerra,SUN,Solar,CO,Colorado,ALL,760.0,megawatthours
2019,63277,Mtn. Solar 2,SUN,Solar,CO,Colorado,PV,998.0,megawatthours
2019,63277,Mtn. Solar 2,SUN,Solar,CO,Colorado,ALL,998.0,megawatthours
2019,63276,Mtn. Solar 1,SUN,Solar,CO,Colorado,PV,1250.0,megawatthours
2019,63276,Mtn. Solar 1,SUN,Solar,CO,Colorado,ALL,1250.0,megawatthours
2019,62251,Oak Leaf Solar XXXII (CSG),SUN,Solar,CO,Colorado,PV,3226.0,megawatthours
2019,62251,Oak Leaf Solar XXXII (CSG),SUN,Solar,CO,Colorado,ALL,3226.0,megawatthours
2019,62245,Oak Leaf Solar XXV LLC (CSG),SUN,Solar,CO,Colorado,PV,2879.0,megawatthours
2019,62245,Oak Leaf Solar XXV LLC (CSG),SUN,Solar,CO,Colorado,ALL,2879.0,megawatthours
2019,62244,Oak Leaf Solar XXXI LLC (CSG),SUN,Solar,CO,Colorado,PV,3601.0,megawatthours
2019,62244,Oak Leaf Solar XXXI LLC (CSG),SUN,Solar,CO,Colorado,ALL,3601.0,megawatthours
2019,62243,Oak Leaf Solar XXI (CSG),SUN,Solar,CO,Colorado,PV,3662.0,megawatthours
2019,62243,Oak Leaf Solar XXI (CSG),SUN,Solar,CO,Colorado,ALL,3662.0,megawatthours
2019,62239,Oak Leaf Solar XXX LLC (CSG),SUN,Solar,CO,Colorado,PV,4117.0,megawatthours
2019,62239,Oak Leaf Solar XXX LLC (CSG),SUN,Solar,CO,Colorado,ALL,4117.0,megawatthours
2019,62224,Oak Leaf Solar XXVII LLC,SUN,Solar,CO,Colorado,PV,3460.0,megawatthours
2019,62224,Oak Leaf Solar XXVII LLC,SUN,Solar,CO,Colorado,ALL,3460.0,megawatthours
2019,59462,Denver Intl Airport IV Solar,SUN,Solar,CO,Colorado,PV,3000.0,megawatthours
2019,59462,Denver Intl Airport IV Solar,SUN,Solar,CO,Colorado,ALL,3000.0,megawatthours
2019,60801,"CEC Solar #1117, LLC",SUN,Solar,CO,Colorado,PV,4182.0,megawatthours
2019,60801,"CEC Solar #1117, LLC",SUN,Solar,CO,Colorado,ALL,4182.0,megawatthours
2019,60764,Victory Solar LLC,SUN,Solar,CO,Colorado,PV,29236.0,megawatthours
2019,60764,Victory Solar LLC,SUN,Solar,CO,Colorado,ALL,29236.0,megawatthours
2019,62877,Amazon Denver DEN3,SUN,Solar,CO,Colorado,PV,198.0,megawatthours
2019,62877,Amazon Denver DEN3,SUN,Solar,CO,Colorado,ALL,198.0,megawatthours
2019,60351,Bison Solar LLC,SUN,Solar,CO,Colorado,PV,61276.0,megawatthours
2019,60351,Bison Solar LLC,SUN,Solar,CO,Colorado,ALL,61276.0,megawatthours
2019,61563,Denver Metro Solar,SUN,Solar,CO,Colorado,PV,3697.0,megawatthours
2019,61563,Denver Metro Solar,SUN,Solar,CO,Colorado,ALL,3697.0,megawatthours
2019,60320,Jeffco Community Solar Gardens LLC,SUN,Solar,CO,Colorado,PV,2460.0,megawatthours
2019,60320,Jeffco Community Solar Gardens LLC,SUN,Solar,CO,Colorado,ALL,2460.0,megawatthours
2019,63869,IBM Solar,SUN,Solar,CO,Colorado,PV,6445.0,megawatthours
2019,63869,IBM Solar,SUN,Solar,CO,Colorado,ALL,6445.0,megawatthours
2019,60304,"San Isabel Solar, LLC",SUN,Solar,CO,Colorado,PV,74051.0,megawatthours
2019,60304,"San Isabel Solar, LLC",SUN,Solar,CO,Colorado,ALL,74051.0,megawatthours
2019,59239,Eagle Springs Solar LLC,SUN,Solar,CO,Colorado,PV,1529.0,megawatthours
2019,59239,Eagle Springs Solar LLC,SUN,Solar,CO,Colorado,ALL,1529.0,megawatthours
2019,62376,Grazing Yak Solar,SUN,Solar,CO,Colorado,PV,4545.0,megawatthours
2019,62376,Grazing Yak Solar,SUN,Solar,CO,Colorado,ALL,4545.0,megawatthours
2019,59144,Brighton PV Solar Plant,SUN,Solar,CO,Colorado,PV,3125.0,megawatthours
2019,59144,Brighton PV Solar Plant,SUN,Solar,CO,Colorado,ALL,3125.0,megawatthours
2019,59850,Adams Community Solar Garden III LLC,SUN,Solar,CO,Colorado,PV,1255.0,megawatthours
2019,59850,Adams Community Solar Garden III LLC,SUN,Solar,CO,Colorado,ALL,1255.0,megawatthours
2019,59849,Adams Community Solar Garden LLC,SUN,Solar,CO,Colorado,PV,3323.0,megawatthours
2019,59849,Adams Community Solar Garden LLC,SUN,Solar,CO,Colorado,ALL,3323.0,megawatthours
2019,59848,Pikes Peak Solar Garden 1 LLC CSG,SUN,Solar,CO,Colorado,PV,4048.0,megawatthours
2019,59848,Pikes Peak Solar Garden 1 LLC CSG,SUN,Solar,CO,Colorado,ALL,4048.0,megawatthours
2019,61314,SR Kersey,SUN,Solar,CO,Colorado,PV,8252.0,megawatthours
2019,61314,SR Kersey,SUN,Solar,CO,Colorado,ALL,8252.0,megawatthours
2019,59807,Airport 1 Solar (DIA),SUN,Solar,CO,Colorado,PV,2555.0,megawatthours
2019,59807,Airport 1 Solar (DIA),SUN,Solar,CO,Colorado,ALL,2555.0,megawatthours
2019,59742,Sunnyside Ranch Community Solar Array,SUN,Solar,CO,Colorado,PV,2909.0,megawatthours
2019,59742,Sunnyside Ranch Community Solar Array,SUN,Solar,CO,Colorado,ALL,2909.0,megawatthours
2019,59656,Comanche Solar,SUN,Solar,CO,Colorado,PV,290821.0,megawatthours
2019,59656,Comanche Solar,SUN,Solar,CO,Colorado,ALL,290821.0,megawatthours
2019,57141,RV CSU Power LLC,SUN,Solar,CO,Colorado,PV,3007.0,megawatthours
2019,57141,RV CSU Power LLC,SUN,Solar,CO,Colorado,ALL,3007.0,megawatthours
2019,56922,WWRF Solar Plant,SUN,Solar,CO,Colorado,PV,2852.0,megawatthours
2019,56922,WWRF Solar Plant,SUN,Solar,CO,Colorado,ALL,2852.0,megawatthours
2019,57554,AFA Solar Farm,SUN,Solar,CO,Colorado,PV,11093.0,megawatthours
2019,57554,AFA Solar Farm,SUN,Solar,CO,Colorado,ALL,11093.0,megawatthours
2019,57509,Carson Solar I,SUN,Solar,CO,Colorado,PV,0.0,megawatthours
2019,57509,Carson Solar I,SUN,Solar,CO,Colorado,ALL,0.0,megawatthours
2019,57507,RV CSU Power II LLC,SUN,Solar,CO,Colorado,PV,4579.0,megawatthours
2019,57507,RV CSU Power II LLC,SUN,Solar,CO,Colorado,ALL,4579.0,megawatthours
2019,56481,SunE Alamosa,SUN,Solar,CO,Colorado,PV,15517.0,megawatthours
2019,56481,SunE Alamosa,SUN,Solar,CO,Colorado,ALL,15517.0,megawatthours
2019,57317,San Luis Valley Solar Ranch,SUN,Solar,CO,Colorado,PV,72817.0,megawatthours
2019,57317,San Luis Valley Solar Ranch,SUN,Solar,CO,Colorado,ALL,72817.0,megawatthours
2019,57681,City of Boulder WWTP,SUN,Solar,CO,Colorado,PV,1380.0,megawatthours
2019,57681,City of Boulder WWTP,SUN,Solar,CO,Colorado,ALL,1380.0,megawatthours
2019,56815,Denver Int Airport,SUN,Solar,CO,Colorado,PV,2092.0,megawatthours
2019,56815,Denver Int Airport,SUN,Solar,CO,Colorado,ALL,2092.0,megawatthours
2019,57377,Greater Sandhill I,SUN,Solar,CO,Colorado,PV,46834.0,megawatthours
2019,57377,Greater Sandhill I,SUN,Solar,CO,Colorado,ALL,46834.0,megawatthours
2019,57368,Cogentrix of Alamosa,SUN,Solar,CO,Colorado,PV,54831.0,megawatthours
2019,57368,Cogentrix of Alamosa,SUN,Solar,CO,Colorado,ALL,54831.0,megawatthours
2019,57645,City & County of Denver at Denver Int'l,SUN,Solar,CO,Colorado,PV,6740.0,megawatthours
2018,59462,Denver Intl Airport IV Solar,SUN,Solar,CO,Colorado,ALL,3000.0,megawatthours
2018,61753,Imboden Solar Garden,SUN,Solar,CO,Colorado,PV,1683.0,megawatthours
2018,61753,Imboden Solar Garden,SUN,Solar,CO,Colorado,ALL,1683.0,megawatthours
2018,61752,Quincy II Solar Garden,SUN,Solar,CO,Colorado,PV,2335.0,megawatthours
2018,61752,Quincy II Solar Garden,SUN,Solar,CO,Colorado,ALL,2335.0,megawatthours
2018,57681,City of Boulder WWTP,SUN,Solar,CO,Colorado,PV,1279.0,megawatthours
2018,57681,City of Boulder WWTP,SUN,Solar,CO,Colorado,ALL,1279.0,megawatthours
2018,61811,Titan Solar,SUN,Solar,CO,Colorado,PV,2399.0,megawatthours
2018,61811,Titan Solar,SUN,Solar,CO,Colorado,ALL,2399.0,megawatthours
2018,59239,Eagle Springs Solar LLC,SUN,Solar,CO,Colorado,PV,1545.0,megawatthours
2018,59239,Eagle Springs Solar LLC,SUN,Solar,CO,Colorado,ALL,1545.0,megawatthours
2018,59199,Mesa PV1,SUN,Solar,CO,Colorado,PV,3303.0,megawatthours
2018,59199,Mesa PV1,SUN,Solar,CO,Colorado,ALL,3303.0,megawatthours
2018,59198,Sterling PV 3,SUN,Solar,CO,Colorado,PV,4445.0,megawatthours
2018,59198,Sterling PV 3,SUN,Solar,CO,Colorado,ALL,4445.0,megawatthours
2018,59144,Brighton PV Solar Plant,SUN,Solar,CO,Colorado,PV,3442.0,megawatthours
2018,59144,Brighton PV Solar Plant,SUN,Solar,CO,Colorado,ALL,3442.0,megawatthours
2018,57645,City & County of Denver at Denver Int'l,SUN,Solar,CO,Colorado,PV,7034.0,megawatthours
2018,57645,City & County of Denver at Denver Int'l,SUN,Solar,CO,Colorado,ALL,7034.0,megawatthours
